metric,value
volatility_ratio,624.1646774765853
mean_reversion_beta_poll,-0.06866984178849837
mean_reversion_beta_market,-0.13311901794210196
bias_rho_poll,0.9942314352001577
bias_rho_market,0.9524701453053183
