event_date,poll_change_pre_to_event,poll_change_event_to_post,market_change_pre_to_event,market_change_event_to_post
2024-09-10,-0.003304032977217708,0.004171930613963815,-0.009999999999999953,0.03199999999999997
2024-10-01,-9.721680576868508e-05,-0.002594251877462983,-0.008500000000000008,-0.03899999999999998
